初虧,しょき,日食・月食で欠け始める時。,HARD,A
蝕,しょく,他の天体を覆い隠すこと。,HARD,A
曙光,しょこう,夜明けの光。,HARD,A
白南風,しらはえ,つゆ明けころの南風。,HARD,A
蜃気楼,しんきろう,幻が見える現象。,HARD,A
晨明,しんめい,夜明け。,HARD,A
晨夜,しんや,朝と夜。,HARD,A
翠雨,すいう,青葉に降りかかる雨。,HARD,A
瑞雨,ずいう,めぐみの雨。,HARD,A
彗星,すいせい,尾を引いて運動する天体。,HARD,A
頭巾雲,ずきんぐも,ずきんのような雲,HARD,A
昴,すばる,おうし座のプレアデス星団。,HARD,A
霽月,せいげつ,雨がやんだあとに出る月。,HARD,A
星躔,せいてん,月や星の軌道。,HARD,A
生魄,せいはく,陰暦十六日の月。,HARD,A
凄風,せいふう,すさまじい風。,HARD,A
腥風,せいふう,なまぐさい風。,HARD,A
星芒,せいぼう,星のかがやき。,HARD,A
藍,あい,濃い青色の染料をとる。,HARD,B
葵,あおい,アオイ科の植物の総称,HARD,B
青萍,あおうきくさ,池などに群生。,HARD,B
梧桐,あおぎり,花は薄い黄色。街路樹。,HARD,B
青柳,あおやぎ,青々と茂った柳。,HARD,B
赤樫,あかがし,材は赤く、かたい。,HARD,B
藜,あかざ,山野に自生する。茎は杖にする。,HARD,B
赤酸塊,あかすぐり,実は赤く食用。,HARD,B
茜,あかね,根は染料などに用いる。,HARD,B
赤飯,あかのまんま,イヌタデの異名。,HARD,B
阿魏,あぎ,薬用植物。名はイラン語から。,HARD,B
通木,あけび,果実は食用。,HARD,B
牽牛花,あさがお,朝顔。,HARD,B
浅茅,あさじ,丈の低いチガヤ。,HARD,B
浅葱,あさつき,葉は食用。,HARD,B
薊,あざみ,葉のふちにとげがある。,HARD,B
葭,あし,別名ハマオギ。,HARD,B
紫陽花,あじさい,元種は日本のガクアジサイ。,HARD,B
鹹草,あしたば,発育が早い。若葉は食用。明日葉。,HARD,B
小豆,あずき,種の案の材料にする。,HARD,B
梓,あずさ,古くは材で弓を作った。,HARD,B
翌檜,あすなろ,山地に生え、庭木にもする。,HARD,B
馬酔木,あせび,葉は有毒。別名アシビ。,HARD,B
敦盛草,あつもりそう,花は赤紫色。,HARD,B
菖蒲,あやめ,紫色や白色の花をつける。,HARD,B
蘭,あららぎ,ノビルの古名。またイチイの別名。,HARD,B
粟,あわ,種子は黄色で食用。,HARD,B
杏子,あんず,別名アプリコット。,HARD,B
藺,い,茎は畳表に用いる。,HARD,B
毬,いが,クリなどのとげのある外皮。,HARD,B
碇草,いかりそう,根・茎・葉を強壮剤にする。,HARD,B
斑草,いさは,白・黄色のまだらの入った葉。,HARD,B
虎杖,いたどり,若芽は食用、根は薬用。,HARD,B
櫟,いちい,材は建材・器具用。,HARD,B
苺,いちご,一般にオランダイチゴ。実は赤く、食用。,HARD,B
無花果,いちじく,花をつけるが、外からは見えないことから「無花果」と書く。,HARD,B
公孫樹,いちょう,葉は扇形で、種子のギンナンは食用。別名チチノキ。,HARD,B
犬榧,いぬがや,かつては種子の油を灯油とした。,HARD,B
犬芥,いぬがらし,道端や庭に生える。,HARD,B
犬樟,いぬぐす,タブノキの別名。,HARD,B
犬樟,いぬたで,高さは三〇センチほど。,HARD,B
犬黄楊,いぬづけ,版木の材料に用いる。,HARD,B
牛膝,いのこずち,山野に自生。根は漢方薬。,HARD,B
荊,いばら,とげのある低木,HARD,B
伊予柑,いよかん,ミカンの一種。,HARD,B
蕁麻,いらくさ,葉にはとげがある。,HARD,B
巻柏,いわひば,シダ植物の一種。岩檜葉。,HARD,B
茴香,ういきょう,実は香辛料・胃薬にする。フェンネル。,HARD,B
萍,うきくさ,水面に浮かぶ水草の総称。浮草。,HARD,B
五加,うこぎ,根の皮は薬用。,HARD,B
鬱金,うこん,根茎は薬用・染料となる。,HARD,B
鶉豆,うずらまめ,インゲンマメの一種。,HARD,B
卯木,うつぎ,生垣にする。,HARD,B
空柴,うつぶし,「ふし」のこと。名は中空であることに由来する。,HARD,B
靫葛,うつぼかずら,食虫植物の一種。,HARD,B
萼,うてな,植物のがく。,HARD,B
独活,うど,若い茎は香りがあり、食用。,HARD,B
優曇華,うどんげ,三千年に一度開花する想像上の植物。,HARD,B
薺蒿,うはぎ,ヨメナの古名。,HARD,B
姥百合,うばゆり,開花期には葉がない。,HARD,B
毛茛,うまのあしがた,,HARD,B
牛蒡,うまふぶき,,HARD,B
梅擬,うめもどき,,HARD,B
末生り,うらなり,,HARD,B
蝦夷菊,えぞぎく,,HARD,B
蝦夷菫,えぞすみれ,,HARD,B
朴,えのき,,HARD,B
狗尾草,えのころぐさ,,HARD,B
葡萄葛,えびかずら,,HARD,B
槐,えんじゅ,,HARD,B
燕麦,えんばく,,HARD,B
鳶尾,えんび,,HARD,B
花魁草,おいらんそう,,HARD,B
楝,おうち,,HARD,B
車前草,おおばこ,,HARD,B
大蒜,おおびる,,HARD,B
陸稲,おかぼ,,HARD,B
苧殻,おがら,,HARD,B
荻,おぎ,,HARD,B
晩稲,おくて,,HARD,B
含羞草,おじぎそう,,HARD,B
雄蕊,おしべ,,HARD,B
白粉花,おしろいばな,,HARD,B
苧環,おだまき,,HARD,B
弟切草,おとぎりそう,,HARD,B
男郎花,おとこえし,,HARD,B
荊棘,おどろ,,HARD,B
葈耳,おなもみ,,HARD,B
鬼矢幹,おにのやがら,,HARD,B
鬼蓮,おにばす,,HARD,B
女郎花,おみなえし,,HARD,B
万年青,おもと,,HARD,B
海棠,かいどう,,HARD,B
槭樹,かえで,,HARD,B
顔佳草,かおよぐさ,,HARD,B
花卉,かき,,HARD,B
燕子花,かきつばた,,HARD,B
毬,かさ,,HARD,B
櫧,かし,,HARD,B
槲,かしわ,,HARD,B
藍,あい,,HARD,C
藍媚茶,あいこびちゃ,,HARD,C
青白橡,あおしろつるばみ,,HARD,C
青緂,あおたん,,HARD,C
青丹,あおに,,HARD,C
青鈍,あおにび,,HARD,C
赤銅色,あかがねいろ,,HARD,C
赤朽葉,あかくちば,,HARD,C
茜色,あかねいろ,,HARD,C
朱,あけ,,HARD,C
浅黄,あさぎ,,HARD,C
浅葱,あさぎ,,HARD,C
浅縹,あさはなだ,,HARD,C
小豆色,あずきいろ,,HARD,C
網干,あぼし,,HARD,C
文目,あやめ,,HARD,C
洗朱,あらいしゅ,,HARD,C
退紅,あらぞめ,,HARD,C
霰小紋,あられこもん,,HARD,C
暗鳶色,あんとびいろ,,HARD,C
一本独鈷,いっぽんどっこ,,HARD,C
入子菱,いれこぼし,,HARD,C
鬱金,うこん,,HARD,C
薄紅,うすくれない,,HARD,C
浅滅紫,うすけしむらさき,,HARD,C
淡緑,うすみどり,,HARD,C
葡萄,えび,,HARD,C
臙脂,えんじ,,HARD,C
黄土色,おうどいろ,,HARD,C
黄丹,おうに,,HARD,C
灰白色,かいはくしょく,,HARD,C
絣,かすり,,HARD,C
褐色,かちいろ,,HARD,C
樺色,かばいろ,,HARD,C
甕覗,かめのぞき,,HARD,C
窠文,かもん,,HARD,C
韓紅,からくれない,,HARD,C
烏羽色,からすばいろ,,HARD,C
唐花,からはな,,HARD,C
苅安,かりやす,,HARD,C
土器色,かわらけいろ,,HARD,C
橄欖色,かんらんしょく,,HARD,C
黄枯茶,きがらちゃ,,HARD,C
麹塵,きくじん,,HARD,C
亀甲,きっこう,,HARD,C
黄橡,きつるばみ,,HARD,C
黄蘗,きはだ,,HARD,C
伽羅色,きゃらいろ,,HARD,C
虺竜文,きりゅうもん,,HARD,C
菫花色,きんかしょく,,HARD,C
禁色,きんじき,,HARD,C
草雌黄,くさしおう,,HARD,C
朽葉色,くちばいろ,,HARD,C
雲立涌,くもたてわく,,HARD,C
倶利,ぐり,,HARD,C
涅色,くりいろ,,HARD,C
呉藍,くれない,,HARD,C
紅紅葉,くれないもみじ,,HARD,C
群青,ぐんじょう,,HARD,C
群緑,ぐんろく,,HARD,C
滅紫,けしむらさき,,HARD,C
濃鼠,こいねず,,HARD,C
香色,こういろ,,HARD,C
黄櫨染,こうろぜん,,HARD,C
黄金色,こがねいろ,,HARD,C
深緋,こきあけ,,HARD,C
深紅,こきべに,,HARD,C
黒紫,こきむらさき,,HARD,C
極彩色,ごくさいしき,,HARD,C
琥珀色,こはくいろ,,HARD,C
金色,こんじき,,HARD,C
紺青,こんじょう,,HARD,C
幸菱,さいわいびし,,HARD,C
錆色,さびいろ,,HARD,C
珊瑚朱,さんごしゅ,,HARD,C
雌黄,しおう,,HARD,C
紫苑色,しおんいろ,,HARD,C
芝翫茶,しかんちゃ,,HARD,C
滋目結,しげめゆい,,HARD,C
紫根,しこん,,HARD,C
宍色,ししいろ,,HARD,C
漆黒,しっこく,,HARD,C
赤銅色,しゃくどういろ,,HARD,C
猩猩緋,しょうじょうひ,,HARD,C
白茶,しらちゃ,,HARD,C
辰砂,しんちゃ,,HARD,C
蘇芳色,すおういろ,,HARD,C
煤竹色,すすたけいろ,,HARD,C
雀色,すずめいろ,,HARD,C
素鼠,すねずみ,,HARD,C
墨色,すみいろ,,HARD,C
菫色,すみれいろ,,HARD,C
青海波,せいがいは,,HARD,C
青藍,せいらん,,HARD,C
仙斎茶,せんさいちゃ,,HARD,C
象牙色,ぞうげいろ,,HARD,C
酥色,そしょく,,HARD,C
代赭色,たいしゃいろ,,HARD,C
黛色,たいしょく,,HARD,C
黛青,たいせい,,HARD,C
